,address,comment,id_res,id_user,latitude,longitude,name_res,rating,username,label
10195,"383/9 Hải Phòng,Quận Thanh Khê, Đà Nẵng","Quán theo phong cách truyền thống, mà lại keo kiệt đến từng chén nước mắm từng trái ớt. Nên thôi, ăn 1 lần hết dám có lần 2.",765382,hoianrose,16.070079,108.206086,Tôn Nữ Quán - Cơm Gia Đình - Ẩm Thực Xứ Huế,2.6,Rose Tran,0
10196,"383/9 Hải Phòng,Quận Thanh Khê, Đà Nẵng","Vì ăn kiêng nên ship dĩa rau muống xào tỏi chống đói ship tới nhận mà nhìn thật sự lẫy luôn ,gắp 2 đũa là hết với giá 30k quá là đắt , lần đầu tiên order 1 dĩa rau muống nhìn thảm đến vậy hazzz",765382,thuytien.phan.39,16.070079,108.206086,Tôn Nữ Quán - Cơm Gia Đình - Ẩm Thực Xứ Huế,1.0,Thuytien Phan,0
10203,"383/9 Hải Phòng,Quận Thanh Khê, Đà Nẵng","Mình mua về ăn nhìu lần rồi bt hôm nay mua lại giao thế này. Cá cháy khét hok có tý nước luôn đen thế này mà bán cho dc à. Thật sự rất thất vọng
Phần cơm cung 160k. Về nhìn nuốt hok troi",765382,9xwindygirl,16.070079,108.206086,Tôn Nữ Quán - Cơm Gia Đình - Ẩm Thực Xứ Huế,1.0,Windy3b Vo,0
10287,"285 - 287 Núi Thành,Quận Hải Châu, Đà Nẵng",Trà sữa lạc nhách trân trâu thì k vì quá tệ ngày càng tệ,923004,caohuuhy,16.042871,108.221713,Trà Sữa Xingfu Cha - Núi Thành,2.4,hy,0
10350,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng",Đồ uống ko quá tệ nhưng đánh 1* vì quán sử dụng toàn bộ ly muỗng nhựa. Không bảo vệ môi trường. Không ghé lại nữa.,960928,hoaian711,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,An Nguyen,0
10355,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng","Chơi dơ, xóa cmt trái chiều, xóa đánh giá của KH về quán trên Foody, tiếp tay cho thực phẩm bẩn. Lừa dối khách hàng, bất chấp vì tiền mà đổi trắng thay đen.
FOODY COI THƯỜNG KHÁCH HÀNG, NGƯỜI TIÊU DÙNG.
CHƠI DƠ CHƠI BẨN.

BYE FOODY, BY NOW :))))",960928,nguyenlevile,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Yên Hạnh,0
10357,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng","Tẩy chay Cloudy vì lừa dối khách hàng :)) bán hàng vô lương tâm! Dơ bẩn, mất vệ sinh :) review khen toàn của người với nv bên cloudy :)) thua. Mỗi ng 1 tay tẩy chay cloudy đi nhé đừng tiếp tay cho giặc 🙂",960928,nhimnhimm,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Nhím Nhímm,0
10363,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng",🧟,960928,hoalun,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Võ Thị Thu Lệ,0
10364,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng","Bẩn.
Tức quá vô bình luận tiếp🙏",960928,hoalun,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Võ Thị Thu Lệ,0
10365,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng",Bẩn bẩn bẩn,960928,meomeo311,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,meo,0
10366,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng",Bẩn,960928,hoalun,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Võ Thị Thu Lệ,0
10367,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng","Bình luận chê thì xoá hết, bình luận vỗ mông ngựa thì để lại. Chả lẻ foody tiếp tay cho thực phẩm bẩn, gây hại sức khoẻ cho người tiêu dùng.
Chả lẻ foody coi người tiêu dùng là người mù.
1* foody về thái độ làm viêc.",960928,huongchan,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Huong Chan,0
10368,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng",Bẩn,960928,quocvy99,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,quocvy99,0
10369,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng",Foody nên xoá cloudy ra khỏi app. Để người tiêu dùng an tâm.,960928,foodee_vtve9ez3,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Hòa Mai,0
10370,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng",Mn nên tẩy chay tận góc.,960928,foodee_vtve9ez3,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Hòa Mai,0
10371,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng",Muôn đời dơ .,960928,foodee_vtve9ez3,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Hòa Mai,0
10372,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng","Foody nhận tiền để xoá bình luận của khách là ngang nhiên chấp nhận một quán làm ăn bẩn thiểu coi thường mạng sống khách hàng . Quán ăn làm ra để phục vụ khách và foody cũng kinh doanh trên khách đấy , còn xoá bình luận một lần nữa thì xoá app foody ra khỏi đt :)",960928,moonchaiyo,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Minh Nguyệt,0
10373,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng","Chỉ 1 từ: Dơ!
Đồ ăn dơ, cách làm ăn dơ bẩn, lừa dối khách hàng.
Bình luận này mà bị Foody xoá là xác định!
Mình cũng đã từng là fan của kem nito nhưng tiếc quá, giờ làm antifan luôn nhé. Làm ăn không có đạo đức, không lên tiếng xin lỗi khách hàng 1 câu thì sẽ sớm dẹp tiệm thôi!",960928,foodee_pubhjc0t,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Trần Mỹ Duyên,0
10374,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng","Chủ hành xử tệ , đồ uống thực phẩm dơ.",960928,foodee_vtve9ez3,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Hòa Mai,0
10375,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng",Lấy dũa mà dũa lại cái nết của 2 anh chị đi. Làm ăn dơ bẩn vậy ai độ. KINH TỞM,960928,trinhthu9703,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Trinh Thuỳ,0
10376,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng","Càng tẩy thì càng làm người tiêu dùng tẩy chay!!
Muỗng ly thì rửa lại! 
Đồ ăn thì chuột cắn!

Không tin được cách làm việc của FOODY khi cho xoá các đánh giá khác! Hãy cho người tiêu dùng biết họ đang trả tiền cho sản phẩm như thế nào!!",960928,ngochuyen49,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Huyền Nguyễn,0
10377,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng","Trước đây thích kem ni tơ quán này thật, tuần ghé ít nhất cũng đc 1 lần để ăn
Dính phốt đồ ăn bẩn, giải quyết thì lòng vòng, cay cú
Bảo thủ ko thèm nhận lỗi xin lỗi khách hàng còn chửi và ""ức hiếp"" ngược lại 
Tỏ vẻ mình đúng khi ko lý giải đc vấn đề mà cứ chửi đổng người ta lại vậy thì thất đức lắm ạ
Có âm sao thì em cũng cho nhé chứ đừng nói 1 sao
Bình luận này bị xoá thì em sẽ phốt tất cả bài viết của foody trên fanpage vì bao che cho cái xấu.
1 ứng dụng thật sự vì cộng đồng thì ko thể làm như vậy được
Thân gửi",960928,loveforyou_298,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,Khanh Phuong Truong,0
10378,"186 Phan Đăng Lưu,Quận Hải Châu, Đà Nẵng","Bình luận chê thì xoá hết, bình luận vỗ mông ngựa thì để lại. Chả lẻ foody tiếp tay cho thực phẩm bẩn, gây hại sức khoẻ cho người tiêu dùng.
Chả lẻ foody coi người tiêu dùng là người mù.
1* foody về thái độ làm viêc.",960928,foodee_7ipjlepm,16.036016,108.214387,Cloudy Nitrogen Ice Cream & Drinks - Phan Đăng Lưu,1.0,nguyen lan,0
10389,"435 Lê Duẩn,Quận Thanh Khê, Đà Nẵng","Đợi quá lâu, quán lớn nhưng nhân viên ít. Không đủ người để dọn bàn cho khách. Tổ chức vận hành hết sức vô lý. Quản lý cơ sở này chỉ thích hợp vận hành 1 xe nước mía",656512,kinglouisx,16.066985,108.207621,The Coffee House - Lê Duẩn,1.0,Anh Tuấn,0
10448,"435 Lê Duẩn,Quận Thanh Khê, Đà Nẵng",Tôi nhờ bạn mua 1 ly take away black tea machiato về và tôi k thể nào uống đc. Thức uống quá tệ. Lớp machiato và trà phân làm 2 lớp nhìn tệ. Tôi rất k hài lòng về dịch vụ của bạn. Nv ko hề nói cho khách rõ về thông tin nước uống mà khách mua về. :(,656512,angle.dn95,16.066985,108.207621,The Coffee House - Lê Duẩn,2.4,Kim Nơ,0
10521,"68 Hùng Vương,Quận Hải Châu, Đà Nẵng","Mình mua về nhà ăn mà rau sống quá tệ, úng, dập, héo, ko thể ăn nổi.
Thịt chả thì ko có gì nổi bật, giá đắt hơn so với mặt bằng chung.
Ko hiểu sao lại có review tốt nữa.",964645,totalvn148,16.068639,108.223048,Bún Chả Xích Lô,1.0,Giang Lê,0
10532,"K602/1 Ông Ích Khiêm,Quận Hải Châu, Đà Nẵng","Thực sự không ngon không chất lượng như những bình luận và đánh giá mà mình đã đọc trước khi mua, từ chè cho đến đóng gói . Đông sương dừa cắt hạt lựu thì muốn bã nát ra, như bị ngâm lâu hay gì. Nước cốt dừa thì chia thành 2 phần rõ rệt, vừa bột bột lợn cợn cốt dừa, vừa nước lạnh trong veo. Nhìn như vậy rồi ăn vào chỉ có cảm giác đang ăn đồ không chất lượng. Ly và nắp không hề ăn khớp, nắp quá to so với ly, giống như chỉ đùng một tấm gì đậy lên ly thôi ấy, bạn shipper mang tới thì có ly đã đổ ra nước dừa lỏng bỏng trong bao nilong, có ly thì nghiêng ngả, nắp đã tuột lệch sang bên chuẩn bị đổ. Mình order 8ly cho mọi người trong cty. Tất cả đều chê và có người còn bỏ luôn ly ăn dở của họ. Thật sự thất vọng.",753201,foodee_nv12,16.061664,108.216358,Chè Dừa Hiền Hòa - Shop Online,2.2,foodee_nv12,0
10558,"62 Nguyễn Hữu Tiến ( P. 1103, Tòa nhà CT06 chung cư Phong Bắc),Quận Cẩm Lệ, Đà Nẵng","Xôi 25k mà thua cả xôi 10 nơi chỗ tôi bán
Xôi ăn được nhưng quá ít, phải ăn tầm 3,4 hộp mới đủ no",730523,duonguyent,16.008067,108.19818,Xôi Bà Chanh,1.0,Dương Nguyễn,0
10560,"62 Nguyễn Hữu Tiến ( P. 1103, Tòa nhà CT06 chung cư Phong Bắc),Quận Cẩm Lệ, Đà Nẵng","Đặt hàng qua Now, đặt 5 hộp đem đến 4, xôi thì nguội hắt, topping thịt kho qá tệ, có mỗi hành phi với trứng là ăn được",730523,phanhuyhoangh2p,16.008067,108.19818,Xôi Bà Chanh,2.8,Hoang Phan,0
10561,"62 Nguyễn Hữu Tiến ( P. 1103, Tòa nhà CT06 chung cư Phong Bắc),Quận Cẩm Lệ, Đà Nẵng",Xôi nguội với cứng ngắc luôn 44k mà đc mấy miếng lạp 2 trứng  cút hành phi vs dăm bông,730523,winter72,16.008067,108.19818,Xôi Bà Chanh,1.0,NoName,0
10565,"62 Nguyễn Hữu Tiến ( P. 1103, Tòa nhà CT06 chung cư Phong Bắc),Quận Cẩm Lệ, Đà Nẵng","Còn thua 1 chữ tệ, mình có đặt 2 suất bánh canh,1 bánh quẩy  và 1 phần xôi gan rim, quá bất ngờ, bánh thì cháy đen như bị nướng sau lớp giấy gói kỹ, bánh canh thì như nước lạnh với bột cùng dăm ba miếng cá chiên cứng ngắt, được 2 quả trứng cút, xôi thì nhão, gan như gan luộc, mềm và lạt thách, lần đầu cũng như lần cuối, rằm ko muốn khẩu nghiệp ,chớ làm ăn như vậy thì làm sao tồn tại dc, mong mấy bạn tránh xa giúp!",730523,jmynguyen258,16.008067,108.19818,Xôi Bà Chanh,1.0,duyen nguyen,0
10566,"62 Nguyễn Hữu Tiến ( P. 1103, Tòa nhà CT06 chung cư Phong Bắc),Quận Cẩm Lệ, Đà Nẵng","Trước từng đặt mua xôi 1 lần, ăn ngon, xôi dẻo thơm, thịt thấm.
Hôm nay đặt lại. Thịt và trứng ăn như kiểu bị đem rửa qua nước, nhạt mà kiểu ăn rất khó chịu. Trứng còn bở ra rồi có nước nữa. Nói chung quá dở.
Giao hàng nhanh.",730523,khangthyshop,16.008067,108.19818,Xôi Bà Chanh,2.6,khangthy,0
10572,"62 Nguyễn Hữu Tiến ( P. 1103, Tòa nhà CT06 chung cư Phong Bắc),Quận Cẩm Lệ, Đà Nẵng","Nay oder 3 hộp ,một thịt ba chỉ kho, một sường non, một gà kho xã, xôi ít quá ăn no cũng phải 2 hộp giá cũng ko có rẻ, riêng gà kho xã ko biết quán hết gà rồi hay sao mà cho mình 1 miếng đầu gà, một miếng cổ và được một miếng thịt thôi",730523,halichrailtv,16.008067,108.19818,Xôi Bà Chanh,1.2,kem cu u,0
10582,"62 Nguyễn Hữu Tiến ( P. 1103, Tòa nhà CT06 chung cư Phong Bắc),Quận Cẩm Lệ, Đà Nẵng","Xôi siêu dở, thịt toàn mỡ, sườn cốt lết gì đó là 1 cục xương khô khốc. 4 món mà 3 món ăn kèm dở k nuốt nổi, chỉ có trứng cút ăn tạm đc
Với giá 30k k ngon  1/4 của xôi vỉa vè 5k chỉ hành và ruốc
Thậm chí xôi còn sống rõ hạt gạo",730523,monmonn,16.008067,108.19818,Xôi Bà Chanh,2.6,Thành Trần,0
10583,"62 Nguyễn Hữu Tiến ( P. 1103, Tòa nhà CT06 chung cư Phong Bắc),Quận Cẩm Lệ, Đà Nẵng","Không ăn được, mua về nhìn không muốn ăn luôn. Xôi lạnh ngắt, đồ kèm thì mặn khè",730523,lamphuong15021998,16.008067,108.19818,Xôi Bà Chanh,1.2,Phương Võ,0
10609,"438 Hùng Vương,Quận Thanh Khê, Đà Nẵng","Sáng nay mình mua cà phê sữa đá, thường sẽ có hai lớp một lớp pha sữa sẵn, sau đó đổ thêm cà phê lên trên nhưng sáng nay lại không có, mình xin thêm ít cà phê thì bạn pha chế cho thêm có chút xíu! Ngọt sợt! Uống ly cf 35k mà buồn dễ sợ 🙄",788149,chi_ruoi,16.066606,108.210375,Highlands Coffee - Hùng Vương,2.2,Le Candy,0
10627,"77 Đống Đa,Quận Hải Châu, Đà Nẵng","trước đây mình đã ăn tại đây, hôm nay order lại thì nhận được "" hàng lỗi"". Bánh đi đường bánh, nhân đi đường nhân. Thịt mặn, đen thui như được xào đi xào lại rồi đổ lên đi ship, k dính tí phô mai nào. Ăn tới đâu là tức lộn gan lộn ruột tới đó",732280,danacitizen,16.0798959545623,108.2182512804866,Pizza Time,1.0,Thổ Tàn Nhang,0
10628,"77 Đống Đa,Quận Hải Châu, Đà Nẵng","Đặt 1 phần Salad cá ngừ nhưng chỉ có mỗi rau,với hộp đựng sốt trống không thì bảo ăn kiểu gì.
Mất công lại phải chạy qua hàng tạp hoá mua đỡ chai mayonnaise ăn tạm.
🙁",732280,cooll,16.0798959545623,108.2182512804866,Pizza Time,1.0,trang,0
10655,"77 Đống Đa,Quận Hải Châu, Đà Nẵng","Đây là lần đầu tiên mình lên foody đánh giá vì quá thất vọng với cái bánh. Mở hộp bánh ra đế bánh 1 đằng, topping 1 nẻo, nhìn thực sự không muốn ăn. Mình cũng cố gắng trải đều lại topping nhưng trải ra thì thấy quá ít so với cái bánh. Mình hoàn toàn có khả năng trả thêm để có 1 cái bánh chất lượng xứng đáng hơn. Không bao giờ thử lại lần 2.",732280,binhuynh56,16.0798959545623,108.2182512804866,Pizza Time,2.6,Bin Huynh,0
10795,"46 Thái Phiên,Quận Hải Châu, Đà Nẵng","Bình thường m hay ăn mặn bên đây thấy khá ngon và giá ok! hôm nay ăn chay nên order thử về ăn thì cảm giác thật tệ, cơm hầu như k nêm gia vị, tomyum thì mặn k thể diễn tả, cho thêm nước sôi vào mà vẫn mặn chát, pad thái thì bình thường, mong quán xem lại khẩu vị món chay, vẫn sẽ quay lại ăn các món mặn",300040,vandoan310389,16.065054,108.222426,Thai Market - Thái Phiên,3.2,Van Doan,0
10816,"46 Thái Phiên,Quận Hải Châu, Đà Nẵng","Thật sự thất vọng!!! 
May là thấp nhất là 1 sao? Nếu có thấp hơn nữa thì mình nghĩ cũng đáng. 
Lần đầu tiên cũng như cuối cùng ở đây!!! 
Quán đông khách nên nhân viên nói đợi 5' sẽ có bàn, cứ hết 5 phút trôi qua, lại thêm 5, 10, 15 phút. Nhưng vấn đề khiến mình bực nhất là khi dắt xe về, mình có nhờ bác giữ xe dắt giùm vì xe để rất sát nhau. Còn nhớ như in câu ns của bác:"" dắt đi"" trong khi còn ngồi phè phởn, vỏng tay, mặt cáu gắt. Thái độ như v chấp nhận đc sao? 
Khách nhờ dắt xe trong khi ngồi không. Vậy thiết nghĩ giữ xe làm gì? Thiết nghĩ nên mua con c**giữ còn hơn có khi còn chạy qua chạy lại.",300040,teaamerican,16.065054,108.222426,Thai Market - Thái Phiên,1.0,"teaamerican

teaamerican
teaamerican",0
10885,"46 Thái Phiên,Quận Hải Châu, Đà Nẵng","Mình ăn tối với bạn ở quán hôm thứ 6 (19/05) vừa rồi. 

Phải nói thật, không gian ổn, vị lại khá ngon NẾU không có một sự cố đáng tiếc xảy ra: món miến có #GIÒI. Nói thật lúc đó mình thất vọng và đã gọi quản lý để giải quyết và cách giải quyết không khiến mình hài lòng một chút nào. 

Bạn quản lý nói là do cà chua không bảo quản kỹ gây nên và chỉ có một lời xin lỗi là lần sau sẽ bảo quản kỹ hơn. 

Tất nhiên, mình ra về ngay lúc đó và nhà hàng TỆ đến mức ít ra sẽ làm điều gì đó khiến mình hài lòng hơn lại chấp nhận để mình trả 2/3 món và ra về :) 

Mình đi ăn và trả tiền để tận hưởng thức ăn, cảm giác và sự hài lòng chứ không phải để no bụng nhé :) Đằng này đi ăn lại rước thêm cục tức vào mình. 

Thiết nghĩ nhà hàng phải biết cách tôn trọng khách hàng nhé :)",300040,nhuvinh.hoang,16.065054,108.222426,Thai Market - Thái Phiên,3.0,Vĩnh  Hoàng,0
10902,"6 Phan Thanh,Quận Thanh Khê, Đà Nẵng",Hôm nay đặt mua 2 ly mà chất lượng không như mọi khi. Bỏ cho có lệ để bán hay sao vậy quán. Mình thường xuyên mua khi ăn cơm tấm Mộc tại đó. Thật sự mọi hôm k phàn nàn gì. Hôm nay đc 1 bạn nam và 1 chị bé nào đó bán ly trà tắc mà uống cực kỳ tệ. Mong các bạn để ý chất lượng hơn,982926,SummerZhuge,16.065741,108.207688,Trà Tắc Khổng Lồ Bé Bự,1.4,SummerZhuge,0
10926,"10 Phan Bội Châu,Quận Hải Châu, Đà Nẵng","Đồ ăn ngon, tuy nhiên thái độ nhân viên ở đây không hài lòng, vừa mới bước vào nhà hàng đã ko có ai đón tiếp , phải vô tới nơi hỏi  thì nhân viên mới bật dậy mở đèn rồi chỉ vào bàn , mình đi ăn ở nhà hàng mà giống như lạc lõng giữa chốn đông người . Nhân viên mở nhạc bấm điện thoại nói chuyện to cười đùa ồn ào, giống như ko tôn trọng khách hàng. Sẽ ko quay lại lần nữa.",678532,Nga_cute,16.080914,108.221376,Sushi World - Ẩm Thực Nhật Bản,2.8,Nga_cute,0
10927,"10 Phan Bội Châu,Quận Hải Châu, Đà Nẵng","Nhân viên đứng nói chuyện, cười đùa, quên cả order của khách, mình hỏi bạn nhân viên 2 lần là bàn mình bị thiếu đồ ăn, vẫn ko thấy nhân viên trả lời, đã thế các bạn ấy lại còn đứng cười đùa. Mình bị bơ một cách vô cùng trơ trẽn. Mình cũng là người làm dịch vụ nên cảm thấy rất khó chịu và bị thiếu tôn trọng. Các anh chị quản lý làm ơn training lại thái độ phục vụ của nhân viên. Sẽ ko bao giờ giới thiệu khách của mình qua đây ăn.",678532,lthong493,16.080914,108.221376,Sushi World - Ẩm Thực Nhật Bản,1.0,hong,0
10940,"128 - 130 Lê Thanh Nghị,Quận Hải Châu, Đà Nẵng","Tới đây lần 2 nhưng thật sự vẫn không thấm nổi thái độ nhân viên phục vụ ở đây. Mình tới vào lúc không đông khách nhưng khi khách gọi món nhân viên mặt rất khó chịu. Đứng tám trog lúc khách chờ gọi món, khách gọi xog lại nói ""ăn không hết đâu"". Ủa chi kì vậy. 
Rất mong nhà hàng xem lại thái độ nhân viên phục vụ với khách hàng.",129141,foodee_6680d51f,16.039087,108.217957,Vườn Bia Restaurant - Các Món Nhậu,3.0,foodee_6680d51f,0
10962,"K72/1C Hàm Nghi (bên cạnh chung cư HAGL),Quận Thanh Khê, Đà Nẵng","- mắm mặn lắm, mình phải vắt chanh vào ăn mới vừa, quán xem lại nhé
- 2 lần đến quán đều ko có giấy lau :( rất buồn nhé, lần sau đến nữa mà ko có là mình ko có ủng hộ nữa đâu
mình đến quán ở 393 Núi Thành hoặc là quán ở  165 Núi Thành hay là quán ở Trưng Nữ Vương, các quán này đều ngon, nhưng mà cả nhà mình hay cũng hộ Quê Nhà vì quán nằm trong kiệt, yên tĩnh.",124854,ttnquynh1001,16.062333,108.210709,Quê Nhà - Bánh Tráng Thịt Heo,3.0,Tăng Giảm Cân Chuyên,0
10999,"114 Huỳnh Thúc Kháng,Quận Hải Châu, Đà Nẵng",1 phần hến xào 40k mà hành tây vs hành lá hết mẹ nó hơn 1 nửa rồi. Còn vài còn hến li ti. Đã v còn có mấy thứ dây dựa nhớp nhớp gì trong hến nữa 😡. Giá cắt cổ***,885676,qhhnguyen,16.059108,108.218126,Quán Huế - Cơm - Bún & Mì Hến,3.0,Thuý Quỳnh Nguyễn,0
11000,"114 Huỳnh Thúc Kháng,Quận Hải Châu, Đà Nẵng",Mình đặt 1 phần cơm hến + hến xào + bánh lọc. Nghĩ sao dĩa bánh 20k mà bỏ có 5 cái bánh lọc vs 1 cái bánh nậm mà 20k. Bánh nậm 10k hay giề. Cổ đây cắt đi...,885676,thoaivinguyen,16.059108,108.218126,Quán Huế - Cơm - Bún & Mì Hến,1.0,Thoaivinguyen,0
11003,"114 Huỳnh Thúc Kháng,Quận Hải Châu, Đà Nẵng","Cơm hến và bánh nậm k có mùi j gọi là đặc sản Huế. Cơm hến nhạt, dầu nhiều. Bánh nậm nuốt k vô vì bánh nó cứng k mềm như bột bánh nậm được hấp, tựa như rau câu ấy, ăn mà thấy sợ nên bỏ lại cả đĩa",885676,rioshopdn,16.059108,108.218126,Quán Huế - Cơm - Bún & Mì Hến,2.0,Bánh Gạo,0
11004,"114 Huỳnh Thúc Kháng,Quận Hải Châu, Đà Nẵng","Đặt hàng từ 11h mà đến tận 1h mới nhận dc hàng, đặt 8 phần giao có 7 phần thôi, đã vậy cơm hến, bún hến gì không có nước chấm, không có nước canh sến gì cả, hến thì ít đến độ ăn xonv ko cảm nhận được ăn món gì luôn. 
P.s: 1 ngày Đà Nẵng mưa bão",885676,lytuyetphuong94,16.059108,108.218126,Quán Huế - Cơm - Bún & Mì Hến,1.0,Tuyết Phương,0
11016,"71 Chương Dương,Quận Ngũ Hành Sơn, Đà Nẵng","Xứng đáng 1 sao, chất lượng quá tệ hại, hy vọng anh chủ sẽ đọc dc cm này mà cải thiện,  món ăn toàn đem luộc rồi bỏ lò vi sóng hâm lại, rất thất vọng. Mình gọi 8 món, 4 món còn chưa lên 2 tiếng rồi, nói có sách mách có chứng, dưới đây là món cháo hàu... Cháo nấu từ cơm còn chưa nhuyễn, như cám heo, lạt thếch, ăn 3 muỗng bỏ luôn cả nồi. Tiếp theo là món cá bớp nướng, ko hiểu sao ăn như cá kho nghệ luôn á, quý zị nhìn thấy giống cá nướng ko. Tiếp theo là tôm nướng, thiệt tình luôn, nó nhạt nhẽo vô cùng, thịt tôm trắng bệch, lạnh tanh. Món thứ 4 là hàu nướng, nướng cái gì mà ko có vết than cháy, hàu rất bụp, chắc đã để tủ từ rất lâu..... Còn 4 món nữa chưa lên mà chắc thôi cancel, ko có lần thứ 2 quay lại. Thật tệ...tất cả các món đều nhạt thếch và nguội tanh.",642916,foodee_6abf5dff,16.047302,108.23486,Đặc Sản Năm Rảnh - Đồng Giá 60K,2.6,Hoang Nam,0
11020,"71 Chương Dương,Quận Ngũ Hành Sơn, Đà Nẵng","Tới quán ăn cũng dính phải hải sản hết hạn , ship về cũng bị. Quán làm ăn vậy mất khách hết. Quán ngưòi quen nên muốn ủng hộ nhưng như vầy ủng hộ cũng ko nổi.",642916,vanh6614,16.047302,108.23486,Đặc Sản Năm Rảnh - Đồng Giá 60K,2.8,Vanh6614,0
11021,"71 Chương Dương,Quận Ngũ Hành Sơn, Đà Nẵng","Chiều nay đi 2 người, đợi một lúc rất lâu không thấy có phục vụ đến đưa menu, sau gọi 1 đứa nam mặc áo thun xám thì nó lơ luôn. Sau một lúc gọi một nhân viên nam áo xanh (có cầm menu) thì nó mới vác cái mặt miễn cưỡng đến??? Trong khi một nhóm khách khác đông hơn thì áo xanh này chạy tới liền.
> Quán này đi 2 người thì nó không tiếp trong khi đi 2 người gọi đến 4 món ~ 300k. Thái độ phục vụ này nói lên loại người phục vụ ở đây rẻ rách thế nào. Đánh giá thái độ nhân viên cực kém.",642916,dichvuchuyenpsd,16.047302,108.23486,Đặc Sản Năm Rảnh - Đồng Giá 60K,2.6,Minh Hoàng Lê,0
11023,"71 Chương Dương,Quận Ngũ Hành Sơn, Đà Nẵng","Tên bắt chước năm đảnh còn chất lượng đừng bh hòng sánh bằng nhé, hải sản thúi, toàn ăn trên công sức ngta toàn review ảo",642916,foodee_bywq0lyh,16.047302,108.23486,Đặc Sản Năm Rảnh - Đồng Giá 60K,1.0,Loan Kim,0
11025,"71 Chương Dương,Quận Ngũ Hành Sơn, Đà Nẵng",Đồ ăn thì hết hạng ships về hơn 500k hải sản phải đổ cho chó ăn hết. Bực mình,642916,foodee_lc9856sm,16.047302,108.23486,Đặc Sản Năm Rảnh - Đồng Giá 60K,2.6,Hoa Tử GB,0
11026,"71 Chương Dương,Quận Ngũ Hành Sơn, Đà Nẵng","Toàn tài khoản ảo review 10 điểm để câu điểm cho quán.
View thật thì 10ng hết 9ng chê. Sẽ k quay lại, làm ăn k trung thực, đồ ăn hết hạn.",642916,thienanfurniture.nguyentran,16.047302,108.23486,Đặc Sản Năm Rảnh - Đồng Giá 60K,2.0,Gabriel Tran,0
11028,"71 Chương Dương,Quận Ngũ Hành Sơn, Đà Nẵng",Ăn ở đây 2 lần đều bị đưa ra hải sản hết hạn. Cạch tới già.,642916,foodee_0k3dqtkv,16.047302,108.23486,Đặc Sản Năm Rảnh - Đồng Giá 60K,2.2,Khanh Ngô,0
